Neighborhood|Venue|Venue Latitude|Venue Longitude|Venue Category|Category Number
Fairfax - Census Tract 192001|Bludso's Bar & Que|34.082269864455725|-118.3442198863688|BBQ Joint|37
East Hollywood - Census Tract 191500|tully's lacc|34.08611110597288|-118.29239527261646|Coffee Shop|1
Hollywood - Census Tract 191902|Malibu Eatery|34.08359354655816|-118.34095190171988|Seafood Restaurant|25
Beverly Grove - Census Tract 194402|Crossroads Kitchen|34.08355377036199|-118.37021756510343|Vegetarian / Vegan Restaurant|13
Hollywood - Census Tract 190100|Wetzel's Pretzels|34.101535713245816|-118.34106397481392|Snack Place|57
Echo Park - Census Tract 195600|Tierra Mia Coffee|34.078290284821655|-118.26300174654034|Café|5
Hollywood - Census Tract 190202|Anar Indian Restaurant|34.10415249648286|-118.3303003893334|Indian Restaurant|30
Lincoln Heights - Census Tract 199201|KFC|34.073865064277825|-118.21290667717756|Fried Chicken Joint|41
Hollywood - Census Tract 191820|Ruben Taco Truck|34.08412985587142|-118.32678969944291|Mexican Restaurant|2
Hollywood - Census Tract 190202|Berry Que|34.10173711751701|-118.33619756169854|Juice Bar|10
Silver Lake - Census Tract 195804|Sprouted Garden Café|34.082141247354855|-118.27191561109464|Vegetarian / Vegan Restaurant|13
Hollywood - Census Tract 190100|Pa Ord Noodles|34.09853119611465|-118.3439676164069|Thai Restaurant|3
Hollywood - Census Tract 191000|Coffee Commissary @ Siren|34.098091970249385|-118.32180707928609|Coffee Shop|1
Hollywood - Census Tract 190510|Peerless Coffee & Tea|34.101996|-118.312589|Coffee Shop|1
Hollywood - Census Tract 190700|Stella Barra Pizzeria|34.09778908319755|-118.32873673518687|Pizza Place|4
Hollywood - Census Tract 190301|Belly Bombz|34.10088932834489|-118.31709416966677|Food Truck|6
Hollywood - Census Tract 191901|Fat Sal's|34.09453445395822|-118.3382110496713|Sandwich Place|7
East Hollywood - Census Tract 191203|Yogurtland|34.091815|-118.291418|Dessert Shop|38
Hollywood - Census Tract 190301|Fresh Brothers|34.105859326945065|-118.31839744957124|Pizza Place|4
Hollywood - Census Tract 189902|Chibiscus Asian Cafe & Restaurant|34.098287675823116|-118.35031415938825|Noodle House|31
Echo Park - Census Tract 197420|Valerie Echo Park|34.083343941548094|-118.254539805321|Café|5
Hollywood - Census Tract 189904|The King of Grill|34.09893431872354|-118.34454431456558|Taco Place|14
Hollywood Hills - Census Tract 189500|Kettle Glazed Doughnuts|34.10547201723023|-118.3246331736808|Donut Shop|23
Echo Park - Census Tract 197600|Guidados|34.07117788947438|-118.25027250755267|Taco Place|14
East Hollywood - Census Tract 192700|Cafe O Muerte|34.080461|-118.284254|Coffee Shop|1
Hollywood - Census Tract 189904|Canvas Food Truck|34.101536979247896|-118.3445197538553|Food Truck|6
Silver Lake - Census Tract 195804|Moon Juice|34.08258513787737|-118.27244551523567|Juice Bar|10
Los Feliz - Census Tract 195300|Los Feliz Street Fair|34.102589594106405|-118.28403359458837|Street Food Gathering|62
Westlake - Census Tract 195802|The Hungry Pig|34.0743645683947|-118.27943408711302|BBQ Joint|37
Hollywood - Census Tract 191810|Rao's Hollywood|34.08913785040826|-118.33291497868616|Italian Restaurant|12
Lincoln Heights - Census Tract 199000|Ave 26 Taco Stand|34.08025736927688|-118.21771991398326|Taco Place|14
Silver Lake - Census Tract 195803|Sopressata at Black Hogg|34.082608299841034|-118.27315087885333|Sandwich Place|7
East Hollywood - Census Tract 191301|My Vegan Gold Edition|34.095183|-118.283163|Vegetarian / Vegan Restaurant|13
Hollywood - Census Tract 191000|Twins Sliders|34.09809792168144|-118.31930393273085|Burger Joint|15
Hollywood - Census Tract 190801|Burrito Hub|34.09747546076797|-118.32280796164956|Mexican Restaurant|2
Los Feliz - Census Tract 195300|Silverlake Juice Bar|34.102836063651836|-118.2875118036123|Juice Bar|10
Los Feliz - Census Tract 190401|Papillon International Bakery|34.10190003581056|-118.2989149462246|Bakery|9
Hollywood - Census Tract 190100|Drnk Coffee & Tea|34.09785923167123|-118.3403878692879|Coffee Shop|1
Hollywood - Census Tract 191720|Wingstop|34.09035748179544|-118.30957404520821|Wings Joint|43
Silver Lake - Census Tract 195400|Muddy Paw Coffee Company|34.08686257202333|-118.27577825125175|Coffee Shop|1
Larchmont - Census Tract 192410|Longboard Ice Cream Truck|34.07628405286153|-118.31711129420621|Food Truck|6
East Hollywood - Census Tract 191302|HomeState|34.09979|-118.29021|Breakfast Spot|19
East Hollywood - Census Tract 191610|Ground Coffee|34.083542355079516|-118.30244063859497|Coffee Shop|1
Echo Park - Census Tract 197500|Trencher|34.07576919078519|-118.25429735272242|Sandwich Place|7
East Hollywood - Census Tract 191302|Drnk Coffee & Tea|34.09896925369015|-118.29171134454732|Coffee Shop|1
East Hollywood - Census Tract 191302|India's Restaurant|34.09561876844915|-118.28512034313606|Indian Restaurant|30
Lincoln Heights - Census Tract 199700|Slanging Corea|34.06516356319591|-118.21924499482671|Food Truck|6
Fairfax - Census Tract 192001|La Creme Cafe|34.08354520502121|-118.35083724982158|Café|5
Fairfax - Census Tract 192001|Murakami Sushi|34.08340933253409|-118.3455893127099|Sushi Restaurant|21
Echo Park - Census Tract 197500|Taqueria Los Amigos|34.07344374404846|-118.2517914722724|Mexican Restaurant|2
Fairfax - Census Tract 192001|Naturewell 2|34.08353585317868|-118.34785912859095|Juice Bar|10
Los Feliz - Census Tract 190401|"Lacha Somtum Thai Restaurant | ราชาส้มตำ"|34.10176985482849|-118.30277334465869|Thai Restaurant|3
Beverly Grove - Census Tract 194500|Araya's Place - Vegan Thai|34.076414594803545|-118.36609875884908|Vegetarian / Vegan Restaurant|13
Hollywood - Census Tract 191901|The Confection Co-op|34.09274077069768|-118.33825367245448|Bakery|9
Hollywood - Census Tract 190902|The Original Hoy Ka Hollywood|34.097992325347164|-118.31827336103589|Thai Restaurant|3
East Hollywood - Census Tract 191204|DeSano Pizza Bakery|34.090958368626985|-118.29781964912661|Pizza Place|4
East Hollywood - Census Tract 191410|Red Dragon|34.08708707544979|-118.29151388750385|Coffee Shop|1
Los Feliz - Census Tract 190402|Pa Ord Noodle 3|34.10219043934272|-118.30583838552263|Thai Restaurant|3
Fairfax - Census Tract 192002|Fala Bar|34.083772717341546|-118.35868213212932|Vegetarian / Vegan Restaurant|13
Silver Lake - Census Tract 195400|Pine & Crane|34.09055966762717|-118.27720931490879|Taiwanese Restaurant|61
Beverly Grove - Census Tract 194402|L.A. Juice|34.08364131346354|-118.37259351772867|Juice Bar|10
East Hollywood - Census Tract 191410|Dany's Deli Bionicos & Natural Juice Bar|34.092175|-118.291625|Juice Bar|10
Silver Lake - Census Tract 195400|Night + Market Song|34.086947694000095|-118.27574770766998|Thai Restaurant|3
Hollywood - Census Tract 190201|Madera|34.105032568230186|-118.33049817753307|Mediterranean Restaurant|22
Los Feliz - Census Tract 190402|Boran Thai Restaurant|34.1018823888451|-118.30728132963249|Thai Restaurant|3
Silver Lake - Census Tract 195400|El Cóndor|34.09066127853283|-118.27777988916296|Mexican Restaurant|2
Silver Lake - Census Tract 195803|Wood|34.08293643023445|-118.27301588480525|Pizza Place|4
Hollywood - Census Tract 191000|La Monarca Bakery & Cafe|34.09820200579428|-118.32194769101007|Café|5
Hollywood - Census Tract 191720|Asava Thai|34.08805944017923|-118.30903402785465|Restaurant|18
Montecito Heights - Census Tract 201302|Manifesto Café|34.102170144608685|-118.18646411791498|Café|5
Beverly Grove - Census Tract 194500|Marvin|34.07606782194894|-118.36632422918652|French Restaurant|34
Silver Lake - Census Tract 195400|HACHÉ LA|34.086916564737415|-118.27545697088708|Burger Joint|15
Silver Lake - Census Tract 195500|Alimento|34.08947239281715|-118.2684201121893|Italian Restaurant|12
East Hollywood - Census Tract 191201|Cafe la Casita|34.098535|-118.300994|Café|5
Hollywood - Census Tract 191902|Petit Trois|34.08417408965531|-118.33822746160625|French Restaurant|34
Los Feliz - Census Tract 195300|Home Coffee Shop|34.10286736231477|-118.28714641608875|Coffee Shop|1
Los Feliz - Census Tract 195300|H Coffee House|34.10292676673175|-118.2873162401523|Café|5
Los Feliz - Census Tract 190401|Fukurou Ramen|34.10179909241635|-118.30079363496156|Noodle House|31
Hollywood - Census Tract 189902|The Carving Board|34.09776567929345|-118.3498662914985|Sandwich Place|7
Hollywood - Census Tract 190801|Starbucks|34.097836|-118.32644|Coffee Shop|1
Hollywood - Census Tract 190201|Rise N Grind|34.10167404222371|-118.33119838893738|Coffee Shop|1
Fairfax - Census Tract 192001|Tatsu Ramen|34.083567690934814|-118.34476184980876|Noodle House|31
Larchmont - Census Tract 192420|Jerry's LA|34.07985190775549|-118.31428001352346|Korean Restaurant|28
Los Feliz - Census Tract 190401|Pho Thai Town|34.10151463967605|-118.30188383175874|Noodle House|31
Echo Park - Census Tract 197500|The Holloway|34.077393762876795|-118.25679265615689|American Restaurant|8
Hollywood - Census Tract 190700|Field Trip Hollywood|34.099824534644554|-118.32789370230144|American Restaurant|8
Hollywood - Census Tract 189902|Urban Ramen|34.097936221823744|-118.35007754509232|Noodle House|31
Echo Park - Census Tract 197500|Woodcat|34.07621992817524|-118.25632133250227|Coffee Shop|1
Beverly Grove - Census Tract 194402|Hutchinson Cocktails & Grill|34.086110939260415|-118.37621285353964|Indonesian Restaurant|76
East Hollywood - Census Tract 191120|Bicycle Coffee|34.090847236639355|-118.30787301063538|Coffee Shop|1
Hollywood - Census Tract 190700|Luv2eat Thai Bistro|34.09781063133149|-118.33584049752801|Thai Restaurant|3
Hollywood - Census Tract 190510|Inner Sanctum Cafe|34.098430177302006|-118.30779986083388|Café|5
East Hollywood - Census Tract 191301|Bowery Bungalow|34.09120836288091|-118.28308161309863|Middle Eastern Restaurant|29
Echo Park - Census Tract 197500|Dinette|34.0768064603042|-118.25780023745003|Breakfast Spot|19
Beverly Grove - Census Tract 194402|croft alley|34.08326667734996|-118.37426311373753|Café|5
Hollywood - Census Tract 190100|Subway|34.10171119777198|-118.34287577349374|Sandwich Place|7
Silver Lake - Census Tract 195500|Milk|34.08909290055037|-118.26877065127447|Ice Cream Shop|16
East Hollywood - Census Tract 191301|Dinosaur Coffee|34.09532521437113|-118.28385254820562|Coffee Shop|1
Hollywood - Census Tract 190801|Noodle World Jr|34.09741037901395|-118.32300618042267|Asian Restaurant|24
Hollywood - Census Tract 189800|subway|34.097911818989026|-118.36512739281716|Sandwich Place|7
Echo Park - Census Tract 197500|Ostrich Farm|34.07627157279621|-118.25591940752977|American Restaurant|8
Silver Lake - Census Tract 195803|Wood Handcrafted Pizza|34.08294933414576|-118.27299889159147|Pizza Place|4
East Hollywood - Census Tract 191110|Taqueria el zarape|34.09524152134081|-118.30255761730248|Mexican Restaurant|2
Hollywood - Census Tract 189903|Middle Feast Food Truck|34.101647160895176|-118.34637460153652|Food Truck|6
Hollywood - Census Tract 191000|Pressed Juicery|34.10184377664576|-118.32503004046924|Juice Bar|10
Los Feliz - Census Tract 190402|WayBack Burgers|34.10221792647734|-118.30886087138354|American Restaurant|8
Hollywood - Census Tract 191000|Greenleaf Gourmet Chopshop|34.101798954646675|-118.32444139521631|Salad Place|45
Silver Lake - Census Tract 195500|Yakuza Sushi|34.0893650016123|-118.26849194767338|Japanese Restaurant|27
Beverly Grove - Census Tract 194500|Backyard Bowls|34.07614411318404|-118.37019689870134|Breakfast Spot|19
Hollywood - Census Tract 190100|Grom Hollywood|34.10168935047825|-118.34015793920364|Ice Cream Shop|16
Echo Park - Census Tract 195600|Andante Coffee Roasters|34.077647472296846|-118.26541459701421|Café|5
Hollywood - Census Tract 191820|The Larchmont|34.08342719432023|-118.32514532242834|American Restaurant|8
Larchmont - Census Tract 192420|Moon B.B.Q|34.07963277424523|-118.30873718812725|BBQ Joint|37
Hollywood - Census Tract 189904|Starbucks in Ralph's|34.09849550756993|-118.34843484841137|Coffee Shop|1
Elysian Valley - Census Tract 197200|Wahoo's Fish Taco|34.09292568903908|-118.23904545597998|Burrito Place|35
Hollywood - Census Tract 191902|Starbucks|34.086919406051926|-118.33882326225402|Coffee Shop|1
Lincoln Heights - Census Tract 199201|Provecho Tacos|34.076601040243766|-118.21665197639689|Taco Place|14
Lincoln Heights - Census Tract 199201|The Heights Deli & Bottle Shop|34.073909433086754|-118.2107582480946|Pizza Place|4
Hollywood - Census Tract 190100|Qwench Juice Bar|34.097823972310486|-118.340459850033|Juice Bar|10
Hollywood - Census Tract 191720|Conchitas Pupuseria Y Restaurante|34.08544322200629|-118.30879427273051|Latin American Restaurant|20
Los Feliz - Census Tract 195300|Earth Organic Juice Bar|34.102849607852505|-118.2873976200954|Juice Bar|10
Fairfax - Census Tract 192001|Summer Buffalo|34.083677292108966|-118.34853578000566|Thai Restaurant|3
Larchmont - Census Tract 192420|Mesón Cafe|34.07971798235727|-118.30919489460612|Café|5
Larchmont - Census Tract 192420|Lab Coffee and Roasters|34.07894186256489|-118.30956206978976|Coffee Shop|1
Silver Lake - Census Tract 195901|Juice Served Here|34.091637820907714|-118.27937590961236|Juice Bar|10
Hollywood - Census Tract 190100|Pokinometry|34.10159135371409|-118.34052488883779|Poke Place|39
Hollywood - Census Tract 190201|Running Goose|34.100497702466285|-118.3294645117651|Gastropub|36
Lincoln Heights - Census Tract 199201|marisco's el camaron pelado|34.078732|-118.214849|Seafood Restaurant|25
East Hollywood - Census Tract 191302|Qwench Juice Bar|34.098920785935334|-118.2917416372368|Juice Bar|10
East Hollywood - Census Tract 191120|Tlayuda L.A. Mexican Restaurant|34.0906004|-118.307939|Mexican Restaurant|2
Hollywood - Census Tract 190100|Tacos El Gavilan|34.097800799739645|-118.34382360652059|Taco Place|14
Beverly Grove - Census Tract 194500|Blue Bottle Coffee|34.07615976321212|-118.3701300226888|Coffee Shop|1
East Hollywood - Census Tract 190520|Urban Social House|34.10174112865911|-118.30403807654626|Café|5
Hollywood - Census Tract 190201|Body Energy Club|34.101650066718705|-118.32720212785203|Snack Place|57
El Sereno - Census Tract 201120|Burrito Pl|34.0953254699707|-118.15870666503906|Burrito Place|35
Silver Lake - Census Tract 195400|Alfred Coffee {Silverlake}|34.08756440195265|-118.27573551809566|Coffee Shop|1
Silver Lake - Census Tract 195803|Ohana Poke Co.|34.0826094641995|-118.27313315839616|Poke Place|39
Hollywood - Census Tract 191902|Blue Window|34.084820442691026|-118.33857268947314|Asian Restaurant|24
Hollywood - Census Tract 191902|Tsuri|34.083545666284984|-118.34340932620958|Sushi Restaurant|21
Montecito Heights - Census Tract 201301|Blazing Stone Pizza|34.086443|-118.187689|Pizza Place|4
Fairfax - Census Tract 192001|Love Baked Wings|34.083462312611516|-118.34987915994262|Wings Joint|43
East Hollywood - Census Tract 191302|Go Get Em Tiger|34.10000476862815|-118.29022538808837|Coffee Shop|1
Hollywood - Census Tract 190700|Farmers Belly Cafe|34.099749959539324|-118.32775318887741|Breakfast Spot|19
Echo Park - Census Tract 197600|Eightfold Coffee|34.071244903595876|-118.25069827337198|Coffee Shop|1
Hollywood - Census Tract 189904|Berri's Kitchen|34.09849569998737|-118.34502132719751|Pizza Place|4
Hollywood - Census Tract 190201|Hollywood Burger|34.10159542900866|-118.32600882856904|American Restaurant|8
Echo Park - Census Tract 197600|Winsome|34.067314558615365|-118.24921363965852|Restaurant|18
Silver Lake - Census Tract 195400|Trois Familia|34.08891843535056|-118.27690148098057|Breakfast Spot|19
Hollywood - Census Tract 191000|Papa John's Pizza|34.09847601856899|-118.32197457362804|Pizza Place|4
East Hollywood - Census Tract 191201|Oi Asian Fusion|34.10142109321976|-118.29301196011411|Asian Restaurant|24
Echo Park - Census Tract 197420|The Semi Tropic|34.080009584751885|-118.2598884523196|Café|5
Hollywood - Census Tract 191000|sweetgreen|34.0981721|-118.3227156|Salad Place|45
Los Feliz - Census Tract 190402|Jersey Mike's Subs|34.102055|-118.308888|Sandwich Place|7
Fairfax - Census Tract 192002|Spartina|34.083784632731735|-118.35340970944817|Italian Restaurant|12
Hollywood - Census Tract 191000|Rubies+Diamonds|34.09821653485434|-118.32252730866695|Coffee Shop|1
Hollywood - Census Tract 191000|Dunkin'|34.10194474060663|-118.32511644515216|Donut Shop|23
Hollywood - Census Tract 190510|Catch 56|34.101894688428104|-118.31190492702756|Fish & Chips Shop|74
East Hollywood - Census Tract 192620|Kalye Hits|34.076604056265296|-118.2999402214613|Fast Food Restaurant|11
Hollywood - Census Tract 189905|Lifehouse Tonics + Elixirs|34.098085211571075|-118.35324740240806|Juice Bar|10
Hollywood - Census Tract 191810|Farmboy Kitchen|34.0901076640079|-118.32654882302559|Restaurant|18
Hollywood - Census Tract 190202|Baja Beach Bar|34.10164121178729|-118.33389227423218|Mexican Restaurant|2
Hollywood - Census Tract 189904|Jimmy John's|34.09831422063324|-118.34354736247587|Sandwich Place|7
El Sereno - Census Tract 201200|Pho Eastern|34.086269|-118.177521|Vietnamese Restaurant|49
Silver Lake - Census Tract 195804|Donut Farm|34.080397337229655|-118.27015387068735|Bakery|9
